gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_012728	FUS_012728-T1	scaffold_43	100540	101850	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_012734	FUS_012734-T1	scaffold_43	114643	118157	-	hypothetical protein	PF23441|PF08659|PF13561|PF00106|PF00172			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012735	FUS_012735-T1	scaffold_43	118660	119734	+	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012736	FUS_012736-T1	scaffold_43	120295	121217	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012737	FUS_012737-T1	scaffold_43	121944	123809	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012739	FUS_012739-T1	scaffold_43	126167	128617	-	hypothetical protein	PF00732|PF16010|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012759	FUS_012759-T1	scaffold_43	177216	179165	-	hypothetical protein	PF00583|PF13561|PF00106|PF13508|PF13673			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012770	FUS_012770-T1	scaffold_43	203702	205451	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012772	FUS_012772-T1	scaffold_43	208341	209135	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012777	FUS_012777-T1	scaffold_43	219500	229343	-	hypothetical protein	PF08241|PF08659|PF13602|PF00755|PF08242|PF13847|PF14765|PF22336|PF13649|PF21089|PF22621|PF23114|PF16197|PF00698|PF23297|PF00109|PF00106|PF00107|PF08240|PF02801|PF00550			formaldehyde_dehydrogenase|SDR		PF00107|PF00106	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase | SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012782	FUS_012782-T1	scaffold_43	241653	243215	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012786	FUS_012786-T1	scaffold_43	250789	252777	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012789	FUS_012789-T1	scaffold_43	258805	259837	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012792	FUS_012792-T1	scaffold_43	266963	268942	+	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012802	FUS_012802-T1	scaffold_43	295894	297545	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012804	FUS_012804-T1	scaffold_43	301278	302898	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012806	FUS_012806-T1	scaffold_43	307584	308384	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012807	FUS_012807-T1	scaffold_43	309464	314371	-	hypothetical protein	PF14510|PF00005|PF01061|PF06422			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_012809	FUS_012809-T1	scaffold_43	316958	318367	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012810	FUS_012810-T1	scaffold_43	323478	325254	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012826	FUS_012826-T1	scaffold_44	73503	75001	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012830	FUS_012830-T1	scaffold_44	86622	95092	+	Highly reducing polyketide synthase gpy1	PF08241|PF08242|PF13649|PF21089|PF08659|PF00106|PF23114|PF08240|PF16197|PF00698|PF13489|PF05401|PF13847|PF02801|PF14765|PF00550|PF00109			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012835	FUS_012835-T1	scaffold_44	103073	104770	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012841	FUS_012841-T1	scaffold_44	121980	123013	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012850	FUS_012850-T1	scaffold_44	145218	147051	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012851	FUS_012851-T1	scaffold_44	147526	149371	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012872	FUS_012872-T1	scaffold_44	221868	222932	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012892	FUS_012892-T1	scaffold_44	289557	290938	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012893	FUS_012893-T1	scaffold_44	292524	294184	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012900	FUS_012900-T1	scaffold_45	3696	8560	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_012938	FUS_012938-T1	scaffold_45	124566	126410	-	Type 2 glycosyltransferase	PF13641|PF00535			UGT	glycosyltransferase		keyword_only	Medium	no	UGT: Phase II conjugation
FUS_012943	FUS_012943-T1	scaffold_45	146184	148139	+	hypothetical protein	PF01565|PF02913			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012950	FUS_012950-T1	scaffold_45	165522	167264	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012957	FUS_012957-T1	scaffold_45	184133	185625	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_012978	FUS_012978-T1	scaffold_45	265934	267124	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_012989	FUS_012989-T1	scaffold_46	1514	2360	-	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012991	FUS_012991-T1	scaffold_46	5515	6624	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013003	FUS_013003-T1	scaffold_46	35133	36865	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013005	FUS_013005-T1	scaffold_46	39499	40427	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013009	FUS_013009-T1	scaffold_46	49275	51005	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013010	FUS_013010-T1	scaffold_46	51462	52329	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013013	FUS_013013-T1	scaffold_46	58335	60164	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013017	FUS_013017-T1	scaffold_46	68590	69984	-	hypothetical protein	PF00355|PF00848			dioxygenase		PF00848	pfam_only	Low	YES	dioxygenase: HIGH contamination risk — check BLAST hit taxonomy and scaffold GC content
FUS_013020	FUS_013020-T1	scaffold_46	77979	79592	+	Lipoyl synthase, mitochondrial	PF00135	MER0078925		lignin_peroxidase	lip		keyword_only	Medium	no	
FUS_013031	FUS_013031-T1	scaffold_46	101132	102127	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013033	FUS_013033-T1	scaffold_46	105888	107935	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013059	FUS_013059-T1	scaffold_46	168093	168975	+	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013071	FUS_013071-T1	scaffold_46	200683	201717	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_013078	FUS_013078-T1	scaffold_46	217681	219306	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013080	FUS_013080-T1	scaffold_46	221613	222874	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013083	FUS_013083-T1	scaffold_46	227745	229802	-	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_013091	FUS_013091-T1	scaffold_46	244748	245810	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013105	FUS_013105-T1	scaffold_47	13206	15135	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013109	FUS_013109-T1	scaffold_47	21998	23959	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013110	FUS_013110-T1	scaffold_47	24364	25158	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013122	FUS_013122-T1	scaffold_47	43651	45384	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013123	FUS_013123-T1	scaffold_47	45929	47253	-	hypothetical protein	PF00355|PF00848			dioxygenase		PF00848	pfam_only	Low	YES	dioxygenase: HIGH contamination risk — check BLAST hit taxonomy and scaffold GC content
FUS_013124	FUS_013124-T1	scaffold_47	47848	49313	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013127	FUS_013127-T1	scaffold_47	54819	56534	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013129	FUS_013129-T1	scaffold_47	59002	59787	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013138	FUS_013138-T1	scaffold_47	95756	96647	-	hypothetical protein	PF16347|PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_013151	FUS_013151-T1	scaffold_47	133455	135424	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_013152	FUS_013152-T1	scaffold_47	136029	140209	+	hypothetical protein	PF00067|PF06985			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013157	FUS_013157-T1	scaffold_47	150638	151838	+	hypothetical protein	PF00106			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013162	FUS_013162-T1	scaffold_47	159732	161432	+	hypothetical protein	PF05978|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013164	FUS_013164-T1	scaffold_47	164615	166159	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_013167	FUS_013167-T1	scaffold_47	171734	173451	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013168	FUS_013168-T1	scaffold_47	175202	177204	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013171	FUS_013171-T1	scaffold_47	183343	185181	+	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_013181	FUS_013181-T1	scaffold_47	209406	211087	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_013194	FUS_013194-T1	scaffold_47	238183	240247	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013197	FUS_013197-T1	scaffold_47	249745	251597	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013201	FUS_013201-T1	scaffold_47	260192	261907	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013203	FUS_013203-T1	scaffold_48	34321	36332	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013209	FUS_013209-T1	scaffold_48	52901	54678	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013229	FUS_013229-T1	scaffold_48	111972	113694	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013231	FUS_013231-T1	scaffold_48	122723	124838	-	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013234	FUS_013234-T1	scaffold_48	133360	135143	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_013240	FUS_013240-T1	scaffold_48	150248	151479	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_013246	FUS_013246-T1	scaffold_48	165359	167082	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
